811	52	30	2000	1.9

P68	0.71	0.53	0.41	0.41	0.18	1	0.06	0.35	0.47	1	0.29	0.35	0.24	0.82	0.47	0.47	0.59	0.18	0.65	0.29	0.18	0.53	0.29	0.29	0.53	0.71	0	0.53	0.35	0.29	0.24	0.29	0.41	0.35	0.35	0.18	0.41	0.59	0.59	0.12	0.35	0.29	0.18	0.12	0.29	0.24	0.29	0.12	0.35	0.35	0.35	0.24

P69	0.24	0.83	0.93	0.69	0.76	0.41	0.76	0.55	0.86	0.24	1	0.93	0.55	0.66	0.69	0.59	0.66	0.55	0.41	0.76	0.83	0.59	0.86	0.28	0.24	0.03	0.55	0.45	0	0.69	0.66	0.48	0.17	0.14	0.55	0.31	0.52	0.28	0.17	0.38	0.59	0.38	0.34	0.1	0.59	0.24	0.48	0.86	0.34	0.59	0.28	0.1

P70	0.41	0.66	1	0.41	0.59	0.38	0.59	0.81	0.53	0.47	0.25	0.44	0.72	0.53	0.53	0.91	0.78	0.84	0.72	0.69	0.34	0.13	0.56	0.22	0.44	0	0.13	0.09	0.28	0.38	0.53	0.47	0.44	0.19	0	0.53	0.47	0.38	0.19	0.16	0.56	0.28	0.41	0.66	0.63	0.09	0.44	0.47	0.5	0.19	0.13	0.38

P71	0.33	0.67	0.58	0.42	0.58	0.92	0.75	0.58	0.67	0.58	0.75	0.75	0.17	1	0.75	0.75	0.42	0.58	0.58	0.5	0.25	0.58	0.75	0.67	0.25	0.58	0.42	0.58	0.67	0.58	0.42	0.83	0	0.33	0.42	0.83	0.58	0.42	0.58	0.58	0.17	0.33	0.33	0.83	0.42	0.33	0.75	0.58	0.33	0.58	0.58	0.25

P72	0.22	0.43	0.57	0.62	0.57	0.54	0.92	0.59	0.27	0.43	0.68	0.38	0.49	0.73	0.68	0.57	0.81	0.49	1	0.7	0.73	0.86	0.51	0.62	0.24	0.19	0.08	0.43	0.41	0.41	0.59	0	0.32	0.27	0.22	0.27	0.51	0.43	0.24	0.54	0.3	0.51	0.32	0.3	0.57	0.27	0.11	0.49	0.19	0.59	0.35	0.14

P73	0.51	0.4	0.53	0.77	0.49	0.37	0.49	0.65	1	0.47	0.72	0.53	0.53	0.72	0.56	0.6	0.21	0.37	0.7	0.4	0.47	0.67	0.58	0.81	0.53	0	0.37	0.23	0.3	0.35	0.3	0.23	0.37	0.56	0.56	0.3	0.21	0.51	0.42	0.4	0.53	0.51	0.28	0.35	0.23	0.44	0.53	0.44	0.42	0.28	0.63	0.12

P74	0.27	0.33	0.13	0.73	0	0.53	0	0.33	0.4	0.47	0.4	0.73	0.73	0.87	0.4	0.47	0.33	0.13	1	0.47	0.33	0.27	0.4	0.47	0.13	0.27	0.27	0.2	0.47	0.27	0	0	0.13	0.13	0.2	0.2	0.27	0.33	0.27	0.2	0.4	0.13	0.2	0	0.53	0.53	0.27	0	0.47	0.33	0.6	0.4

P75	0.35	0.68	0.44	0.15	0.53	0	0.18	0.65	0.47	0.68	0.88	0.56	0.68	0.65	0.68	0.18	0.32	0.38	0.44	1	0.29	0.56	0.47	0.65	0.26	0.26	0.65	0.32	0.26	0.21	0.32	0.12	0.18	0.15	0.24	0.18	0.21	0.38	0.65	0.44	0.41	0.47	0.35	0.38	0.35	0.47	0.35	0.29	0.12	0.24	0.15	0.06

P76	0.33	0.53	0.78	0.83	0.36	0.56	0.31	0.53	0.64	0.83	0.31	0.94	1	0.72	0.53	0.64	0.72	0.64	0.69	0.53	0.89	0.47	0.47	0.64	0.47	0.08	0.14	0.47	0.31	0.56	0.39	0.28	0.33	0.56	0.14	0.36	0.56	0.25	0.31	0.53	0.69	0.44	0.36	0.44	0.06	0.64	0.53	0.36	0.17	0.36	0.42	0

P77	0.7	0.7	0.6	0.2	0.7	0.5	0.7	0.4	0.1	0.6	0.8	0.3	0.2	0.3	0.7	0.2	0.4	0.7	0.4	0.4	0	0.7	0.7	0.5	0.3	0.4	0.3	0.3	0.4	0.4	0.4	0.5	0.5	0.5	0.4	0.2	0.2	0.4	0.4	0.3	0.6	0.1	1	0.3	0.3	0.7	0.2	0.2	0.5	0.9	0.6	0.6

P78	0.72	0.76	0.45	0.72	0.9	0.55	0.45	0.48	1	0.62	0.9	0.55	0.45	0.72	0.48	0.9	0.9	0.86	0.76	0.86	0.66	0.55	0.86	0.31	0.59	0.24	0.69	0.31	0.28	0.1	0.28	0.17	0.38	0.52	0.38	0.1	0.62	0.21	0.28	0.21	0.21	0.48	0.41	0.28	0.34	0.69	0.24	0	0.14	0.28	0.1	0.07

P79	0.5	0.41	0.75	0.63	0.5	0.06	0.63	0.59	0.63	0.53	0.5	0.5	0.66	0.28	0.69	0.44	0.28	1	0.5	0.59	0.53	0.66	0.41	0.25	0.09	0.28	0.03	0.16	0.09	0.16	0.13	0.22	0.22	0.28	0.25	0.59	0.16	0.09	0	0.41	0.22	0.22	0.31	0.13	0.25	0.59	0.09	0.16	0.47	0.25	0.09	0

P80	0.62	0.35	0.44	0.68	0.35	0.56	0.88	0.21	0.56	0.41	0.65	0.53	0.68	0.59	1	0.85	0.12	0.56	0.88	0.38	0.53	0.5	0.41	0.35	0.74	0.32	0	0	0.44	0.35	0.47	0.09	0.29	0.35	0.06	0.15	0.44	0.53	0.35	0.15	0.26	0.18	0.26	0.26	0.24	0.5	0.18	0.53	0.32	0.15	0.09	0.21

P81	0.85	0.23	0.77	0.15	0.38	0.77	0.31	0.15	0.31	0.08	0.46	0.62	1	0.62	0.46	1	0.23	0.15	0.15	0.23	0.69	0.85	0.54	1	1	0.46	0.15	0.15	0.62	0.31	0.38	0.31	0.62	0.46	0.46	0.46	0.15	0.15	0.08	0.77	0.54	0.38	0.23	0.23	0.69	0.62	0.23	0	0	0.77	0.69	0.69

P82	0.46	0.62	1	0.69	0.77	0.31	0.23	0.46	0	0.23	0.31	0.92	0.15	0.31	0.08	0.15	0.15	0.92	0.31	0.15	0.08	0.08	0.46	0.23	0.62	0.08	0.23	0.15	0.38	0.15	0.38	0.31	0.31	0.31	0.23	0.23	0.62	0.23	0.15	0.15	0.62	0.31	0.23	0.23	0.23	0.23	0.46	0.62	0.85	0.23	0.31	0.23

P83	0.6	0.47	0.33	0.42	0.37	0.58	0.65	0.4	1	0.4	0.23	0.4	0.56	0.26	0.49	0.4	0.6	0.19	0.33	0.53	0.4	0.44	0.37	0.12	0.42	0.02	0.23	0	0.3	0.09	0.12	0.42	0.53	0.19	0.33	0.07	0.16	0.21	0.28	0.47	0.37	0.4	0.26	0.28	0.51	0.37	0.33	0.26	0.26	0.14	0.14	0.3

P84	0.2	0.12	0.24	0.44	0.17	0.56	0.27	0.51	0.49	0.51	0.61	0.34	0.51	0.34	0.85	0.32	1	0.2	0.46	0.44	0.07	0.29	0.37	0.27	0.27	0.12	0.22	0.22	0.32	0.29	0.12	0.07	0.2	0.24	0.24	0.29	0.27	0.22	0.12	0.32	0.17	0.17	0.1	0.05	0.39	0.39	0.51	0.27	0.24	0.37	0.32	0

P85	0.66	0.53	0.37	0.63	0.5	0.61	1	0.37	0.45	0.34	0.55	0.71	0.76	0.58	0.37	0.68	0.39	0.66	0.5	0.53	0.74	0.53	0.63	0.39	0.37	0.05	0.32	0.29	0.18	0.24	0.32	0.58	0.45	0.39	0.42	0.29	0.37	0.76	0.39	0.53	0.42	0.5	0	0.39	0.16	0.29	0.58	0.84	0.53	0.58	0.45	0.05

P86	0.67	0.52	0.52	0.48	0.63	0.26	0.96	0.67	0.89	0.63	0.63	1	0.48	1	0.37	0.74	0.41	0.33	0.7	0.63	0.78	0.48	0.3	0.41	0.48	0	0.15	0.41	0.15	0.04	0.22	0.59	0.56	0.56	0.63	0.37	0.81	0.48	0.37	0.56	0.81	0.22	0.44	0.48	0.67	0.59	0.52	0.44	0.37	0.52	0.37	0.22

P87	0.5	0.83	0.71	0.88	0.79	1	0.92	0.71	0.92	0.96	0.67	0.88	0.79	0.92	0.42	0.83	0.54	0.75	0.67	0.5	0.58	0.58	0.67	0.38	0	0.33	0.08	0.38	0.63	0.38	0.25	0.46	0.33	0.42	0.71	0.54	0.17	0.79	0.46	0.96	0.75	0.58	0.54	0.29	0.21	0.38	0.75	0.25	0.92	0.21	0.08	0.25

P88	0.85	0.37	0.52	0.44	0.56	0.85	0.89	0.63	1	0.74	0.37	0.93	0.74	0.7	0.52	0.63	0.59	0.3	0.44	0.37	0.74	0.85	0.85	0.52	0.41	0.26	0	0.48	0.44	0.3	0.33	0.33	0.59	0.33	0.37	0.52	0.56	0.3	0.48	0.07	0.33	0.41	0.11	0.59	0.44	0.67	0.19	0.41	0.44	0.37	0.19	0.22

P89	0.32	0.38	0.86	0.51	0.68	0.68	0.7	0.49	0.62	1	1	0.78	0.89	0.78	0.51	0.41	0.54	0.76	0.78	0.59	0.86	0.41	0.92	0.46	0.32	0.41	0.16	0.65	0.57	0.46	0.38	0.41	0.46	0.57	0.51	0.49	0.46	0.27	0.78	0.43	0.51	0.43	0.49	0.54	0.35	0.7	0.35	0.46	0.43	0.43	0	0.43

P90	0.83	0.55	0.76	0.72	1	0.45	0.86	0.76	1	0.59	0.69	0.66	0.9	0.31	0.41	1	0.72	0.55	0.59	0.41	0.31	0.55	0.38	0.34	0.31	0.34	0.31	0.41	0.31	0.24	0.59	0.24	0.76	0.48	0.34	0.28	0.31	0.48	0.45	0.52	0.48	0.17	0.52	0.38	0.24	0.41	0.76	0.66	0.62	0.38	0.31	0

P91	0.5	0.58	0.25	0.75	0.08	0.42	1	0.5	0.42	0.17	0.17	0.67	0.33	0.33	0.17	0.58	0.42	0.83	0.25	0.75	0.42	0.33	0.67	0.58	0.58	0.67	0.08	0.25	0.08	0.33	0.42	0.33	0.5	0.92	0.17	0.08	0.25	0.5	0.33	0.08	0.75	0.17	0.25	0.33	0.33	0.67	0.25	0.42	0	0.25	0.17	0.42

P92	0.18	0.43	0.93	0.53	0.3	0.63	0.45	0.53	0.48	0.6	0.55	0.48	0.43	0.5	0.65	1	0.73	0.58	0.88	0.4	0.85	0.98	0.23	0.2	0.45	0.2	0.2	0.4	0.03	0.35	0.13	0.08	0.53	0.35	0.5	0.48	0.35	0.5	0.48	0.28	0.3	0.38	0.58	0.18	0.33	0.53	0.53	0.25	0.38	0.28	0.28	0

P93	0.63	0.5	0.56	0.75	0.25	0.63	0	0.63	0.69	0.5	0.56	0.75	0.69	0.31	0.38	0.38	0.69	0.63	0.69	0.75	0.56	0.38	0.44	0.5	0.06	0.38	0.38	0.69	0.38	0.38	0.5	0.19	0.5	0.31	0.56	0.56	0.56	0.75	0.25	0.56	0.75	1	0.19	0.38	0.19	0.56	0.31	0.25	0.31	0.19	0.56	0.56

P94	0.83	0.42	0.5	0.42	0.08	0.58	0.17	0.17	0.17	0.42	0.42	0.08	0.33	0.42	0.58	0.33	0.58	1	0.5	0.08	0.42	0.67	0.67	0.58	0.67	0.5	0.42	0.42	0	0	0.33	0.5	0.42	0.17	0.17	0.5	0.08	0.58	0.33	0.33	0.08	0.42	0.5	0.5	0.58	0.25	0.5	0.58	0.42	0.5	0.17	0.42

P95	0.44	0.63	0.63	0.5	0.75	0.44	0.25	0.25	0.38	0.44	0.5	0.69	0.06	0.44	0.63	1	0.19	0.63	0.44	0.63	0.81	0.56	0.81	0.81	1	0.63	0.19	0.44	0.56	0.31	0.31	0.63	0.19	0	0.5	0.25	0.25	0.56	0.63	0.31	0.25	0.06	0.25	0.56	0.25	0.31	0.13	0.63	0.5	0.25	0.38	0.56

P96	0.28	0.39	0.42	0.64	0.42	0.47	0.42	0.5	0.72	0.5	0.08	0.22	0.69	0.47	0.36	0.14	0.42	0.56	1	0.58	0.69	0.28	0.44	0.53	0.17	0.31	0.06	0.19	0.25	0.19	0.28	0.72	0.25	0.25	0.56	0.11	0.03	0.31	0.22	0.31	0.31	0.58	0.25	0.39	0.31	0.19	0.25	0.56	0.53	0.5	0.47	0

P97	0.38	0.63	0.59	0.72	0.5	0.38	0.31	1	0.66	0.81	0.56	0.63	0.91	0.84	0.41	0.75	0.34	0.69	0.47	0.72	0.44	0.34	0.47	0.53	0.63	0.28	0.22	0.06	0.56	0.06	0.16	0.59	0.38	0.28	0.25	0.19	0	0.25	0.72	0.25	0.44	0.5	0.56	0.41	0.22	0.41	0.19	0.59	0.5	0.47	0.28	0.25

P98	0.44	0.22	0.44	0.44	0.78	0.22	0.33	0.44	0.44	0.44	0.56	0.56	0.67	1	0.67	0.22	0.44	0.44	0.33	0.67	0.67	0.78	0.33	0.67	0.67	0.44	0.11	0	0.33	0.33	0.33	0.22	0.33	0.33	0.22	0.11	0.22	0.44	0.44	0.44	0.89	0.22	0.67	0.22	0.56	0.44	0.78	0.22	0.56	0.44	0.56	0.56

P99	0.72	0.44	0.33	1	0.33	0.11	0.5	0.67	0.44	0.33	0.22	0.28	0.33	0.28	0.28	0.5	0.39	0.39	0.39	0.44	0.33	0.33	0.5	0.56	0.28	0.78	0.17	0.22	0.17	0.33	0.33	0.17	0.28	0.28	0	0.33	0.06	0.44	0.22	0.11	0.5	0.28	0.17	0.28	0.44	0.28	0.28	0.28	0.39	0.22	0.33	0.44

P100	0.33	0.04	0.08	0.17	0.17	0.42	0.33	0.04	0.08	0.21	0.17	0.29	0.25	0.21	0.29	0.38	0.21	0.58	0.25	0.21	0.13	0.5	0.25	0.42	1	0.33	0	0.13	0.21	0.04	0.13	0.08	0.17	0.25	0	0.04	0.13	0.29	0.17	0.29	0.17	0.13	0.21	0.46	0.25	0.13	0.5	0.46	0.13	0.21	0.75	0.67

P101	0.3	0.97	0.81	0.86	0.68	0.57	0.62	0.35	0.62	0.81	1	0.59	0.92	0.57	0.59	0.68	1	0.59	0.76	0.51	0.78	0.78	0.59	0.7	0.51	0.32	0.32	0.27	0.41	0.11	0.32	0.51	0.65	0.19	0.41	0.35	0.27	0.59	0.81	0.54	0.43	0.49	0.49	0.81	0.38	0.57	0.7	0.49	0.51	0.59	0.16	0

P102	0.6	0.88	0.12	0.52	0.68	0.32	1	0.56	0.12	0.76	0.56	0.56	0.8	0.48	0.36	0.72	1	0.84	0.84	0.96	0.68	0.36	0.92	0.4	0.96	0.04	0.24	0.32	0.28	0.4	0.2	0.6	0.32	0.4	0.32	0.68	0.36	0.44	0.56	0.8	0.36	0.24	0.68	0.64	0.32	0.2	0.12	0	0.52	0.28	0.48	0.4

P103	0.42	0.25	0.42	0.42	1	0.58	0.67	0.33	0.83	0.92	0.5	0.58	0.33	0.58	0.58	0.5	0.92	0.67	0.5	0.5	0.67	0.08	0.92	0.42	0.58	0.33	0.25	0.17	0.25	0.08	0.75	0.67	0.58	0.25	0.42	0.67	0.92	0.67	0.92	0.25	0.83	0.58	0.75	0.25	0.17	0.33	0.33	0	0.58	0.67	0.92	0.33

P104	0.33	0.33	0.44	0.44	0.22	0.67	0.44	0.56	0.44	0.67	1	0.44	0.78	0.67	0.22	0.11	0.33	0.56	0.22	0.22	0	0.22	0.44	0.44	0	0.11	0.22	0	0.44	0.44	0.11	0.67	0.22	0.11	0.11	0.11	0.44	0	0.22	0.22	0.22	0.22	0.11	0.44	0	0.56	0.22	0.22	0.22	0.44	0.44	0.33

P105	0.14	0.29	0.29	0.14	0.57	0.43	0.57	0.86	0.57	0.29	1	0.29	0.71	0.14	0.14	0.29	0	0.86	0.71	0.57	0.71	0.86	0.29	0.43	0.57	0.29	0.29	0.14	1	0.43	0.14	0.71	0.14	0.57	0.57	0	0.14	0.57	0.29	0	0	0	0.29	0.14	0.71	0.29	0.14	0.29	0.71	0	0.43	0.43

P106	0.41	0.35	0.41	0.71	0.71	0.18	0.41	0.12	0.71	0.65	0.47	0.24	0.35	0.47	0.53	0.71	0	0.41	0.59	0.53	0.35	0.59	0.47	0.41	0.65	0.18	0.41	0.24	0.29	0.41	0.47	0.18	0.41	0.29	0.29	0.24	0.06	0.41	0.24	0.41	0.35	0.47	0.24	0.18	0.29	0.18	0.24	0.29	0.24	0.53	0.59	1

P107	0.53	0.53	0.29	0.82	0.35	0.76	1	0.59	0.53	0.41	0.47	0.65	0.47	0.53	0.53	0.47	0.47	0.35	0.76	0.53	0.76	0.29	0.29	0.35	0.76	0.53	0.76	0.18	0.18	0.47	0.29	0.47	0.65	0.29	0.41	0.71	0.18	0.47	0.24	0.12	0.24	0	0.18	0.41	0.06	0.35	0.35	0.18	0.24	0.59	0.94	0.59

P108	0	0.22	0.22	0	0.33	0.11	0.22	0.11	0.67	0.33	0	0.33	0.44	0.33	0.56	0.11	0.56	0	0.11	0.22	0.22	0.33	0.44	1	0.22	0.56	0.33	0.22	0	0.33	0.33	0	0.22	0.44	0	0.44	0.67	0.33	0.67	0.44	0.44	0.22	0.56	0.78	0.11	0.22	0.33	0.33	0.33	0.44	0.11	0.44

P109	0.43	0.36	0.36	0.14	0.71	0.43	0.71	0.29	0.43	0.79	0	0.43	0.5	0.5	0.79	1	0.71	0.07	0.57	0.43	0.29	0.21	0.14	0.29	0.07	0.57	0.57	0.86	0.71	0.14	0.29	0.86	0.64	0.57	0.43	0.57	0.5	0.36	0.29	0.64	0.36	0.36	0.29	0.14	0.5	0.14	0.43	0.71	0.71	0.5	0.5	0.5

P110	0.4	0.6	0.6	0.2	0.8	0.47	0.4	0.47	0.47	0.4	0.67	0.53	0.33	0	0.13	0.47	0.67	0.73	0.4	0.33	0.27	0.33	0.13	0.6	0.53	0.4	0.4	0.6	0.33	0.27	0	0.13	0.13	0.53	1	0.2	0.67	0.2	0.4	0.47	0	0.47	0.53	0.13	0.2	0.33	0.2	0.53	0.47	0.27	0.27	0.27

P111	0.31	0.23	0.46	0.23	0.23	0.31	0.23	0.23	0.08	0.38	0.15	0.08	0.15	1	0.15	0.08	0.15	0.15	0.23	0.54	0.15	0	0.15	0.23	0.23	0.31	0.08	0.23	0.38	0.46	0.08	0.31	0.38	0.15	0.08	0.62	0.31	0.46	0.31	0.23	0.31	0.54	0.38	0.54	0.54	0.08	0	0.38	0.08	0.15	0.15	0.62

P112	0.26	0.4	0.29	0.83	0.49	0.31	0.37	0.69	1	0.34	0.49	0.23	0.29	0.14	0.54	0.14	0.8	0.69	0.37	0.26	0.6	0.6	0.23	0.14	0.54	0.11	0.29	0.29	0.34	0.54	0.46	0.11	0.03	0.63	0.2	0.17	0	0.71	0.49	0.34	0.14	0.23	0.51	0.17	0.69	0.4	0.29	0	0.17	0.06	0.2	0.37

P113	0.22	0.37	0.56	0.78	0.59	0.33	0.44	0.63	0.89	0.41	0.81	0.89	0.56	0.59	0.48	0.67	0.67	0.48	0.56	1	0.56	0.78	0.41	0.63	0.63	0.26	0.11	0.19	0.11	0.33	0.63	0.78	0.52	0.63	0.41	0.59	0.7	0.63	0.44	0.56	0.56	0.52	0.78	0.44	0.41	0.67	0.93	0.85	0.44	0.59	0.89	0

P114	0.31	0.23	0.31	0.38	0.54	0.69	0.31	0.54	0.62	0.85	0.54	1	0.92	0.77	0.46	1	0.15	0.92	0.46	0.46	0.54	0.15	0.62	0.31	0.15	0.23	0.69	0.62	0.85	0.23	0.38	0.31	0.23	0.69	0	0.46	0.62	0.85	0.46	0.62	0.62	0.38	0.38	0.15	0.62	0.54	0.31	0.31	0.46	0.31	0.54	0.38

P115	0.36	0.36	0.57	0.64	0.71	0.64	0.43	0.14	0.43	0.5	0.86	0.43	0.5	0.93	0.71	0.93	0.5	0.43	0.07	0.64	0.86	1	0.5	0.14	0.57	0.5	0.71	1	0.43	0.71	0.07	0.5	0.64	0.36	0.43	0	0.43	0.5	0.57	0.14	0.07	0.36	0.57	0.21	0.43	0.71	0.57	0.57	0.79	0.21	0.14	0.43

P116	0.75	0.25	0.33	0.33	0.25	0.67	0.42	0.58	0.58	0.42	0.25	0.75	0.33	0.5	0.67	1	0.42	0.83	0.67	0.58	0.67	0.17	0.33	0.58	0.33	0.33	0.33	0.5	0.17	0.33	0.5	0.33	0	0	0.58	0.25	0.17	0.75	0.33	0.08	0.58	0.08	0.5	0.33	0	0.25	0.92	0.5	0.75	0.67	0.5	0.67

P117	0.56	0.11	0.22	0.22	0.22	0.11	0.44	0.11	0.33	0.33	0.22	1	0.22	0.44	0.56	0.67	0.44	0.67	0.67	0.89	0.44	0.44	0.22	0.22	0.44	0.11	0.33	0.11	0.56	0.33	0.78	0.22	0	0.44	0.67	0.44	0.22	0.44	0.11	0.11	0.11	0.22	0.67	0.56	0.78	0.11	0.22	0.44	0.22	0.33	0.44	0.11

P118	0.67	0.5	0.33	0.33	0.67	0.61	0.28	0.06	0.5	0.5	0.22	0.39	0.22	0.39	0.33	0.22	0.56	0.61	0.39	0.22	0.44	0.06	1	0.39	0.5	0.5	0.06	0.11	0.39	0.61	0.17	0.28	0	0.44	0.11	0.22	0.06	0.17	0.17	0.17	0.22	0.28	0.06	0.17	0.11	0.22	0.11	0.44	0.22	0	0.33	0.33

P119	0.37	0.7	0.9	0.47	0.3	0.73	0.5	0.47	0.83	1	0.6	0.33	0.77	0.4	0.87	0.8	0.6	0.8	1	0.33	0.27	0.53	0.47	0.37	0.33	0.3	0.37	0.13	0.13	0.13	0.97	0.43	0.3	0.33	0	0.07	0.57	0.3	0.57	0.53	0.57	0.23	0.23	0.17	0.8	0.63	0.53	0.53	0.17	0.33	0.47	0

P120	0.58	0.53	0.31	0.39	0.42	0.72	0.39	0.58	0.58	0.64	0.44	0.42	0.61	0.61	0.53	0.86	1	0.72	0.44	0.5	0.28	0.39	0.72	0.42	0.36	0.22	0.56	0	0.31	0.56	0.53	0.47	0.31	0.39	0.42	0.33	0.06	0.42	0.31	0.53	0.58	0.89	0.31	0.83	0.5	0.28	0.31	0.61	0.58	0.31	0.36	0.44

P121	0.25	0.5	0.33	0.5	0.58	0.5	0.42	0.42	0.58	0.25	0.83	0.67	0.5	0.58	0.42	0.83	0.25	0.33	0.58	0.17	0.33	0.58	0.25	0.42	0.75	0.58	0.58	0	0.33	0.17	0.17	0.58	0	1	0.08	0.17	0.75	0.33	0.25	0.33	0.42	0.08	0	0.67	0.17	0	0.58	0.5	0.17	0.5	0.17	0.67

P122	0.33	0.5	0.33	0.39	0.56	0.06	0.44	0.33	0.61	0.89	0.39	0.39	0.28	1	0.22	0.89	0.28	0.61	0.56	0.33	0.17	0.5	0.61	0.5	0.33	0.5	0.17	0.22	0.72	0.56	0.28	0.44	0.28	0.44	0.67	0.44	0.56	0.22	0.33	0.28	0.56	0.56	0.61	0.28	0.56	0.72	0.67	0.28	0.44	0	0	0.61

P123	0.71	0.71	0.43	0.86	0.57	0.86	0.57	1	0.57	0.29	0.57	0.57	0.43	0.43	0.71	0.29	0.71	0.14	0	0.71	0.57	0.86	0.71	0.71	0	1	0.71	0	0.71	0.14	0.43	0.71	0.71	0	0.29	0.29	0.71	0.29	0.43	0.29	0.29	0.71	0.57	0.43	0.29	0.71	0.57	0.71	0.43	0.29	0.43	0.57

P124	0.36	0.55	0	0.64	0.36	0.27	0.45	0.36	0.18	0.64	1	0.55	0.73	0.36	0.36	0.91	0.45	0.27	0.36	0.27	0.36	0.27	0.36	0.55	0.73	0.55	0.36	0	0.09	0.18	0.64	0.45	0.27	0.55	0.55	0.36	0.09	0.09	0.55	0.55	0.45	0.36	0.36	1	0.18	0.27	0.73	0.27	0.18	0.18	0.82	0.36

P125	0.25	0.44	0.19	0.5	0.25	0.44	0.5	0.38	0.81	0.75	0.81	0.5	0.56	0.38	0.44	0.25	0.44	0.56	0.06	0.44	0.56	0.69	0.44	0.56	0.25	0.69	0.19	0.25	0.31	0.38	0.5	0.25	0.25	0.75	0.31	0.38	0.13	0.25	0.44	0.31	0.13	0	0.44	0.25	0.31	0.5	0.25	0.38	0.31	1	0.06	0.25

P126	0.27	0.73	0.73	0.27	0.45	0.27	0.55	0.27	0.45	0.55	0.55	0.18	0.45	0.27	0.82	0.18	0.36	0.55	0.36	0.18	0.18	0.18	0.55	0.09	0.18	0.27	0.64	0.45	0.09	0.18	0.36	0.45	0.27	0.36	0.36	0.45	0.45	0.45	0.36	0.82	0	0.27	0.55	0.18	0.45	0.36	0.18	0.36	0.55	1	0.45	0.45

P127	0.57	0	0.29	0.29	0.29	0.14	0.43	0.29	0.14	0.43	0.14	0	1	0.29	0.86	0.14	0.57	0	0.43	1	1	0.43	0.29	0	0.29	0.14	0.14	0.43	0.29	0.43	0.57	0.29	0.29	0	0	0.43	0.14	0.57	0	0.43	0	0.29	0.29	0.14	0.43	0.71	0.29	0.14	0.43	0.43	0.14	0

P128	0.56	0.78	0.31	0.66	0.72	0.59	0.72	0.84	0.78	0.69	0.88	0.69	0.69	0.47	0.53	0.41	0.53	0.44	0.63	0.69	0.34	0.94	0.41	0.94	0.5	0	0.22	0.5	0.69	0.25	0.63	0.31	0.34	0.56	0.25	0.59	0.53	0.03	0.47	0.38	0.31	1	1	0.25	0.75	0.75	0.34	0.63	0.56	0.25	0.34	0.13

P129	0.11	0.54	0.77	0.86	0.26	0.46	0.37	0.29	0.57	0.49	0.69	0.8	0.69	0.54	0.57	0.74	0.77	0.77	0.51	0.46	1	0.66	0.89	0.37	0.54	0.17	0.31	0.14	0.63	0.51	0	0.66	0.74	0.54	0.57	0.83	0.37	0.51	0.63	0.6	0.54	0.31	0.34	0.34	0.51	0.69	0.37	0.4	0.51	0.6	0.37	0.14

P130	0.11	1	0.74	0.68	0.63	0.82	0.79	0.42	0.92	0.82	0.63	0.53	0.61	0.37	0.58	0.34	0.45	0.82	0.89	0.34	0.74	0.71	0.82	0.37	0.53	0.13	0.82	0.32	0.37	0.45	0.03	0.58	0.37	0.32	0.55	0.29	0.39	0.58	0.39	0.42	0.26	0.55	0.53	0.45	0.18	0.55	0.39	0.29	0.42	0.37	0.29	0

P131	0.33	0.43	0.43	0.53	1	0.63	0.5	0.8	0.67	0.4	0.87	0.63	0.7	0.7	0.77	0.87	0.5	0.6	0.63	0.8	0.73	0.43	0.57	0.53	0.57	0.3	0.43	0.27	0.37	0.23	0.53	0	0.4	0.17	0.7	0.47	0.3	0.43	0.3	0.1	0.67	0.2	0.43	0.37	0.43	0.63	0.4	0.33	0.6	0.37	0	0.17

P132	0.5	0.42	0.66	0.55	0.61	0.45	0.47	0.5	0.32	0.66	0.74	0.32	0.42	0.53	0.45	0.21	0.26	0.32	0.55	0.66	0.55	0.5	0.42	1	0.24	0.03	0.05	0.29	0.24	0.47	0.45	0.13	0.08	0.34	0.42	0.34	0.32	0.37	0.39	0.05	0.26	0.53	0.5	0.37	0.16	0.37	0.63	0.5	0.24	0.24	0.45	0

P133	0.42	1	0.39	0.68	0.74	0.81	0.97	0.81	0.52	0.68	0.97	0.48	0.74	0.42	0.81	0.81	0.81	0.74	0.55	0.97	0.68	0.48	0.35	0.71	0.48	0.32	0.32	0.39	0.42	0.26	0.48	0.42	0.32	0.35	0.45	0.55	0.55	0.48	0.77	0.81	0.65	0.61	0.35	0.42	0.32	0.19	0.65	0.45	0.68	0.32	0.39	0

P134	0.34	0.58	0.82	0.42	0.45	0.42	0.58	0.37	0.34	0.39	0.5	0.26	0.61	0.87	1	0.32	0.39	0.13	0.29	0.5	0.61	0.53	0.82	0.29	0.18	0.45	0.47	0.16	0.32	0.08	0	0.55	0.63	0	0.37	0.5	0.95	0.37	0.63	0.53	0.26	0.68	0.16	0.34	0.47	0.37	0.42	0.32	0.68	0.34	0.21	0.18

